City,Has Table booking,Has Online delivery,Aggregate rating,Rating text
Bhopal,No,No,4.2,Very Good
Bhopal,No,No,4,Very Good
Bhopal,No,No,4,Very Good
Bhopal,No,No,4.1,Very Good
Bhopal,No,No,3.8,Good
Bhopal,No,No,3.8,Good
Bhopal,No,No,3.5,Good
Bhopal,No,No,3.6,Good
Bhopal,No,No,3.6,Good
Bhopal,No,No,4.1,Very Good
Bhopal,No,No,4.4,Very Good
Bhopal,No,No,4.1,Very Good
Bhopal,No,No,4.3,Very Good
Bhopal,No,No,3.9,Good
Bhopal,No,No,3.8,Good
Bhopal,No,No,4.3,Very Good
Bhubaneshwar,No,No,3.9,Good
Bhubaneshwar,No,No,4.1,Very Good
Bhubaneshwar,No,No,4.6,Excellent
Bhubaneshwar,No,No,4.5,Excellent
Bhubaneshwar,No,No,3.9,Good
Bhubaneshwar,No,No,4,Very Good
Bhubaneshwar,No,No,3.7,Good
Bhubaneshwar,No,No,4.1,Very Good
Bhubaneshwar,No,No,3.6,Good
Bhubaneshwar,No,No,3.8,Good
Bhubaneshwar,No,No,3.7,Good
Bhubaneshwar,No,No,3.7,Good
Bhubaneshwar,No,No,3.8,Good
Bhubaneshwar,No,No,4,Very Good
Bhubaneshwar,No,No,4,Very Good
Bhubaneshwar,No,No,4.3,Very Good
Bhubaneshwar,No,No,4.1,Very Good
Bhubaneshwar,No,No,3.8,Good
Bhubaneshwar,No,No,4.2,Very Good
Bhubaneshwar,No,No,4.3,Very Good
Bhubaneshwar,No,No,3.5,Good
Chandigarh,No,Yes,3.7,Good
Chandigarh,No,No,4.2,Very Good
Chandigarh,No,Yes,4.3,Very Good
Chandigarh,No,No,4.1,Very Good
Chandigarh,No,No,4,Very Good
Chandigarh,No,No,4,Very Good
Chandigarh,No,No,4.5,Excellent
Chandigarh,No,No,4.3,Very Good
Chandigarh,No,No,3.8,Good
Chandigarh,No,Yes,3.4,Average
Chandigarh,No,No,4.1,Very Good
Chandigarh,No,No,4.1,Very Good
Chandigarh,No,Yes,4,Very Good
Chandigarh,No,Yes,4.2,Very Good
Chandigarh,No,No,3.3,Average
Chandigarh,No,No,4.4,Very Good
Chandigarh,No,Yes,4.5,Excellent
Chandigarh,No,No,4,Very Good
Chennai,Yes,Yes,4.2,Very Good
Chennai,Yes,Yes,3.8,Good
Chennai,Yes,Yes,4.4,Very Good
Chennai,Yes,Yes,4.2,Very Good
Chennai,Yes,Yes,4.8,Excellent
Chennai,No,Yes,4.2,Very Good
Chennai,No,No,4.6,Excellent
Chennai,No,No,4.1,Very Good
Chennai,Yes,Yes,4,Very Good
Chennai,Yes,Yes,4.6,Excellent
Chennai,Yes,No,4.2,Very Good
Chennai,No,Yes,3.8,Good
Chennai,Yes,Yes,4.3,Very Good
Chennai,Yes,Yes,4.4,Very Good
Chennai,Yes,Yes,4.3,Very Good
Chennai,Yes,Yes,4.5,Excellent
Chennai,No,No,4.4,Very Good
Chennai,No,No,4.9,Excellent
Chennai,No,No,4.6,Excellent
Chennai,Yes,No,4,Very Good
Coimbatore,No,Yes,4.6,Excellent
Coimbatore,No,No,3.9,Good
Coimbatore,No,Yes,3.8,Good
Coimbatore,No,Yes,3.5,Good
Coimbatore,No,No,4.3,Very Good
Coimbatore,No,Yes,4.1,Very Good
Coimbatore,No,No,3.8,Good
Coimbatore,No,No,4.5,Excellent
Coimbatore,No,No,3.8,Good
Coimbatore,No,Yes,3.9,Good
Coimbatore,No,No,4.2,Very Good
Coimbatore,No,Yes,4,Very Good
Coimbatore,No,No,4,Very Good
Coimbatore,No,No,4,Very Good
Coimbatore,No,No,4.3,Very Good
Coimbatore,No,No,4.2,Very Good
Coimbatore,No,Yes,4.9,Excellent
Coimbatore,No,No,4.2,Very Good
Coimbatore,No,No,4.3,Very Good
Coimbatore,No,No,4.4,Very Good
Dehradun,No,No,3.6,Good
Dehradun,No,No,3.8,Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,4.2,Very Good
Dehradun,No,No,4.9,Excellent
Dehradun,No,No,4.3,Very Good
Dehradun,No,No,4,Very Good
Dehradun,No,No,3.8,Good
Dehradun,No,No,4,Very Good
Dehradun,No,No,4.1,Very Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,3.9,Good
Dehradun,No,No,4.4,Very Good
Dehradun,No,No,4,Very Good
Dehradun,No,No,4.1,Very Good
Dehradun,No,No,4.2,Very Good
Dehradun,No,No,4.2,Very Good
Faridabad,No,No,2.9,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,2.9,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,3,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,2.9,Average
Faridabad,No,No,3,Average
Faridabad,No,No,2.9,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,Yes,2.8,Average
Faridabad,No,No,3.4,Average
Faridabad,No,No,3.4,Average
Faridabad,No,Yes,3.8,Good
Faridabad,No,Yes,3.6,Good
Faridabad,No,Yes,3.6,Good
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,Yes,2.1,Poor
Faridabad,No,No,4,Very Good
Faridabad,No,Yes,4.1,Very Good
Faridabad,No,No,3.2,Average
Faridabad,No,Yes,2.7,Average
Faridabad,No,Yes,3.4,Average
Faridabad,Yes,No,2.4,Poor
Faridabad,No,No,0,Not rated
Faridabad,No,No,2.8,Average
Faridabad,No,No,0,Not rated
Faridabad,Yes,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,Yes,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,Yes,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,3,Average
Faridabad,No,No,3.2,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,2.8,Average
Faridabad,No,No,3.1,Average
Faridabad,No,No,3,Average
Faridabad,No,Yes,3.1,Average
Faridabad,Yes,No,2.9,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,Yes,Yes,3.3,Average
Faridabad,No,No,3,Average
Faridabad,No,No,2.6,Average
Faridabad,No,Yes,2.9,Average
Faridabad,No,No,2.9,Average
Faridabad,Yes,Yes,3.1,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,Yes,3.2,Average
Faridabad,No,No,3.4,Average
Faridabad,No,No,3.3,Average
Faridabad,No,No,2.7,Average
Faridabad,No,Yes,3.4,Average
Faridabad,No,No,3.3,Average
Faridabad,No,Yes,2.6,Average
Faridabad,No,No,3.3,Average
Faridabad,No,No,3.4,Average
Faridabad,No,No,2.7,Average
Faridabad,No,No,2.6,Average
Faridabad,No,No,2.7,Average
Faridabad,No,No,3.4,Average
Faridabad,No,No,4.5,Excellent
Faridabad,No,Yes,3.6,Good
Faridabad,No,Yes,3.5,Good
Faridabad,Yes,No,3.8,Good
Faridabad,No,No,3.5,Good
Faridabad,No,No,3.6,Good
Faridabad,No,No,3.7,Good
Faridabad,No,No,3.6,Good
Faridabad,No,No,3.5,Good
Faridabad,No,No,3.6,Good
Faridabad,No,No,3.5,Good
Faridabad,No,No,3.6,Good
Faridabad,No,Yes,3.8,Good
Faridabad,No,No,3.5,Good
Faridabad,No,No,3.6,Good
Faridabad,No,No,3.8,Good
Faridabad,No,No,3.5,Good
Faridabad,No,Yes,4.1,Very Good
Faridabad,No,No,2.9,Average
Faridabad,No,Yes,2.9,Average
Faridabad,No,No,2.5,Average
Faridabad,No,No,3.1,Average
Faridabad,No,No,3,Average
Faridabad,No,No,3.4,Average
Faridabad,Yes,No,3.3,Average
Faridabad,No,No,3.1,Average
Faridabad,No,No,3.1,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,2.8,Average
Faridabad,No,No,2.7,Average
Faridabad,No,Yes,2.7,Average
Faridabad,No,No,2.7,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,2.7,Average
Faridabad,No,No,3.2,Average
Faridabad,No,No,3.4,Average
Faridabad,No,Yes,3.3,Average
Faridabad,Yes,Yes,0,Not rated
Faridabad,No,No,3,Average
Faridabad,No,Yes,3.3,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,3.1,Average
Faridabad,No,No,2.8,Average
Faridabad,No,No,3,Average
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
Faridabad,No,No,0,Not rated
